variant,test,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0_1_0_0_1_0,0.36,5.158,0.167,1.028,0.499,1.351,0.763,4.254,4.187,1.093,2.532,0.49,0.788,0.652,0.754,1.698
1_0_1_0_1_0,0.36,5.21,0.426,1.18,0.668,1.391,0.964,4.439,1.235,1.185,1.45,0.637,0.929,0.624,0.906,1.554
10_0_0_0_1_0,0.36,5.194,0.445,1.187,0.682,1.393,0.963,4.417,4.408,1.207,2.656,0.724,0.941,0.918,0.922,1.619
11_1_0_0_0_0,0.36,5.085,0.171,1.015,0.494,1.342,0.778,4.295,4.201,1.082,2.59,0.489,0.743,0.679,0.758,1.724
12_1_0_0_1_0,0.36,5.051,0.184,1.015,0.501,1.328,0.78,4.249,4.23,1.067,2.57,0.474,0.767,0.651,0.758,1.673
13_0_0_0_0_0,0.36,5.156,0.18,1.015,0.495,1.341,0.76,4.311,4.339,1.079,2.613,0.486,0.742,0.672,0.753,1.663
14_0_0_0_1_0,0.36,5.363,0.454,1.192,0.684,1.395,0.98,4.434,4.418,1.229,2.691,0.726,0.918,0.948,0.92,1.602
15_1_1_0_1_0,0.36,5.08,0.16,1.005,0.506,1.318,0.752,4.243,1.09,1.058,1.353,0.391,0.732,0.346,0.743,1.646
16_1_0_0_0_0,0.36,5.022,0.167,1.018,0.514,1.318,0.794,4.262,4.274,1.09,2.538,0.486,0.739,0.653,0.773,1.726
17_0_0_0_1_0,0.36,5.268,0.446,1.177,0.673,1.379,0.994,4.372,4.332,1.244,2.601,0.734,0.94,0.928,0.922,1.618
18_0_1_0_1_0,0.36,5.234,0.433,1.169,0.674,1.411,0.971,4.385,1.251,1.2,1.429,0.647,0.916,0.617,0.922,1.565
19_0_1_0_0_0,0.36,5.028,0.181,1.037,0.492,1.338,0.795,4.289,1.057,1.077,1.374,0.408,0.754,0.361,0.769,1.642
2_1_0_0_1_0,0.36,5.15,0.19,1.051,0.495,1.33,0.766,4.243,4.183,1.092,2.545,0.494,0.757,0.653,0.751,1.687
20_1_0_0_0_0,0.36,5.043,0.166,1.015,0.516,1.333,0.799,4.263,4.221,1.067,2.61,0.491,0.749,0.678,0.776,1.714
21_1_1_0_1_0,0.36,5.091,0.153,1.009,0.481,1.314,0.777,4.24,1.068,1.08,1.385,0.409,0.762,0.34,0.744,1.651
22_1_0_0_0_0,0.36,5.066,0.166,1.027,0.51,1.341,0.796,4.261,4.26,1.095,2.548,0.486,0.747,0.656,0.753,1.688
23_0_1_0_0_0,0.36,5.077,0.177,1.007,0.488,1.326,0.776,4.311,1.06,1.079,1.357,0.408,0.736,0.346,0.765,1.977
24_1_1_0_1_0,0.36,5.101,0.155,1.038,0.487,1.319,0.757,4.236,1.073,1.069,1.358,0.403,0.741,0.344,0.747,1.661
25_0_1_0_0_0,0.36,5.054,0.157,1.037,0.507,1.318,0.756,4.245,1.068,1.062,1.381,0.384,0.733,0.343,0.776,1.68
26_0_1_0_0_0,0.36,5.085,0.18,1.006,0.488,1.332,0.756,4.283,1.059,1.086,1.358,0.379,0.728,0.341,0.779,1.642
27_0_0_0_1_0,0.36,5.206,0.451,1.188,0.672,1.406,1.006,4.415,4.369,1.252,2.589,0.723,0.914,0.942,0.935,1.613
